group	richness_bin	members	metadata_redshift	lr195	d10	log10_member_luminosity	log10_rms_radius_kpc	log10_richness	projected_axis_ratio	projected_ellipticity	quadrupole	m3	m4	inner_outer_axis_ratio_difference	inner_outer_quadrupole_difference	centroid_shift_profile	axis_twist_inner_outer_sin2	outer_multipole_energy	mst_length_per_rms_radius	mst_diameter_efficiency	projected_linearity	angular_gap_entropy	luminosity_half_radius_kpc	rms_radius_kpc	sigma_gap_km_s	sigma_mad_km_s	unique_member_redshifts	log10_eta_lum	log10_sigma_gap	log10_eta_half_radius	log10_eta_mad
43133	0	11	4.074944100000e-02	1.115560700000e+01	1.719606380000e+00	1.094335892814e+00	2.428374636972e+00	1.041392685158e+00	8.316482602473e-01	1.683517397527e-01	1.822854654214e-01	2.038874227918e-01	8.014014895058e-01	-1.488028891702e-01	1.783056572129e-01	4.692596908717e-01	4.883810703146e-01	7.106686326094e-01	2.163848748915e+00	5.523700972334e-01	1.683517397527e-01	8.397181963275e-01	2.796238835392e+02	2.681480462307e+02	3.120394041030e+02	2.114732640359e+02	11	6.322457623887e+00	2.494209439864e+00	6.340657250005e+00	5.984549681286e+00
43249	1	15	4.385690400000e-02	6.434462000000e+00	3.380266070000e+00	9.664144309914e-01	2.608272644816e+00	1.176091259056e+00	4.749095793693e-01	5.250904206307e-01	6.319348652387e-01	4.744226860390e-01	3.530122791917e-01	8.357347656432e-03	-9.460441050277e-03	8.015986200894e-01	3.382707928222e-01	7.022655298935e-01	1.471202579884e+00	5.932137202982e-01	5.250904206307e-01	8.595999745410e-01	3.216897481330e+02	4.057631887219e+02	3.471149005717e+02	1.227218284575e+02	15	6.722804727812e+00	2.540473256994e+00	6.621969303673e+00	5.819701848415e+00
43799	2	29	1.534235300000e-02	1.178527900000e+01	1.789485530000e+00	1.145080962324e+00	2.331497117718e+00	1.462397997899e+00	8.893719697751e-01	1.106280302249e-01	1.167054950597e-01	1.294583104963e-01	5.317255974903e-01	-4.505925731335e-01	5.641291477630e-01	5.140312145433e-01	6.794241326747e-01	5.623678644492e-01	2.482904170167e+00	5.947262949965e-01	1.106280302249e-01	8.351383991748e-01	1.213011083939e+02	2.145344877757e+02	2.598442238396e+02	2.311754889607e+02	29	6.015842289784e+00	2.414713067195e+00	5.768209941335e+00	5.914299725155e+00
44424	0	13	3.639729600000e-02	1.538312600000e+01	2.177943330000e+00	1.226291278958e+00	2.490372269108e+00	1.113943352307e+00	3.907975653361e-01	6.092024346639e-01	7.350225996921e-01	2.823018010894e-01	7.990756518729e-01	4.221245647303e-03	-4.831466540517e-03	1.241977898303e-01	9.926835182722e-01	8.147609008963e-01	1.645294428965e+00	7.773752034689e-01	6.092024346639e-01	8.538781385251e-01	1.523064266662e+02	3.092945511599e+02	2.908737621996e+02	2.579318416801e+02	13	6.191490086505e+00	2.463704548178e+00	5.883836046451e+00	6.087090908332e+00
45671	0	14	2.796836900000e-02	9.857451000000e+00	2.762048930000e+00	1.071538116065e+00	2.547729551994e+00	1.146128035678e+00	4.599215607568e-01	5.400784392432e-01	6.508081206104e-01	4.236693821432e-01	4.213198647496e-01	-4.360518291729e-02	4.837738421856e-02	8.376637059811e-01	9.929427285277e-01	8.738101633948e-01	1.537515315941e+00	7.803183805561e-01	5.400784392432e-01	7.918356003704e-01	3.425571455978e+02	3.529633006634e+02	2.602112363046e+02	3.302370810961e+02	14	6.306843528141e+00	2.415326046106e+00	6.293847007297e+00	6.513843109890e+00
46701	1	24	4.163500300000e-02	3.580928500000e+01	3.030345740000e+00	1.576591026549e+00	2.593338871897e+00	1.380211241712e+00	4.629663916269e-01	5.370336083731e-01	6.469880692257e-01	2.919101814894e-01	6.678939634712e-01	3.216199313482e-01	-3.938551835084e-01	3.041353886057e-01	5.309142282125e-01	7.414423798319e-01	1.840622940060e+00	7.612987083143e-01	5.370336083731e-01	8.757523779324e-01	3.185591054702e+02	3.920476652849e+02	3.485996265155e+02	3.120164501542e+02	24	6.101401680304e+00	2.542326917478e+00	6.011252831571e+00	6.005102828404e+00
47805	1	24	8.904184000000e-03	1.259192900000e+01	1.391960470000e+00	1.173351676874e+00	2.463565225658e+00	1.380211241712e+00	5.676742913804e-01	4.323257086196e-01	5.125685738806e-01	4.485675394657e-01	1.034460072356e-01	-1.659883089201e-01	2.143135752218e-01	6.126449094232e-01	1.824044215616e-01	7.179475775953e-01	1.680333876687e+00	4.409028768107e-01	4.323257086196e-01	8.568405545978e-01	2.705933112220e+02	2.907804642929e+02	1.817128560215e+02	1.913626154248e+02	24	5.808984857463e+00	2.259385654340e+00	5.777736688904e+00	5.853927744813e+00
51710	0	13	2.746116700000e-02	1.082715100000e+01	3.588725040000e+00	1.083267851035e+00	2.463301113856e+00	1.113943352307e+00	8.686525080092e-01	1.313474919908e-01	1.398887555066e-01	7.477966106185e-01	2.449615282263e-01	5.328701490071e-02	-6.889060536449e-02	9.209674010630e-01	5.191804384625e-01	8.236032656422e-01	2.296517438120e+00	5.406447959561e-01	1.313474919908e-01	8.676366761481e-01	1.755869144398e+02	2.906036828504e+02	2.774257760295e+02	2.720524178115e+02	13	6.266326881899e+00	2.443146809539e+00	6.047517915158e+00	6.249338442749e+00
52924	0	13	3.244374000000e-03	2.004117000000e+00	1.604354320000e+00	4.347818317580e-01	2.301794403431e+00	1.113943352307e+00	5.180133828922e-01	4.819866171078e-01	5.768669022808e-01	6.067660808593e-01	2.751009813574e-02	9.893464209105e-02	-8.568919791573e-02	1.061925660157e+00	7.558762943392e-01	1.203256976970e+00	1.840771895567e+00	6.152432594039e-01	4.819866171078e-01	7.998376392268e-01	2.161493269403e+02	2.003523327677e+02	1.706639040137e+02	1.448728642397e+02	13	6.331295923857e+00	2.232141676092e+00	6.364255407964e+00	6.188986664705e+00
53123	1	15	3.219647800000e-02	1.218826200000e+01	5.341473530000e+00	1.138286589490e+00	2.482768998333e+00	1.176091259056e+00	7.684620302357e-01	2.315379697643e-01	2.574394108593e-01	5.761094436762e-01	3.761980354090e-01	-5.764052478788e-02	7.215811474078e-02	1.183567606947e+00	2.904991502657e-01	1.200875581779e+00	1.914680067959e+00	5.364855118859e-01	2.315379697643e-01	8.578821668069e-01	3.159955233640e+02	3.039268005988e+02	3.071673755698e+02	4.688152368490e+02	15	6.319232583108e+00	2.487375087133e+00	6.336144514887e+00	6.686485845118e+00
53374	0	11	5.087874100000e-02	1.751811000000e+01	2.070864200000e+00	1.251315968767e+00	2.284759482313e+00	1.041392685158e+00	5.089627179177e-01	4.910372820823e-01	5.885080361719e-01	4.970678691624e-01	7.701185216629e-01	-1.737754489624e-01	1.964762929551e-01	3.157136049213e-01	9.991040451097e-01	8.533287753808e-01	2.209807203564e+00	7.348307437665e-01	4.910372820823e-01	9.248433664614e-01	9.487151850147e+01	1.926457721454e+02	3.976140899074e+02	3.785780248430e+02	11	6.232367044980e+00	2.599461765717e+00	5.924743414565e+00	6.189754315652e+00
54375	0	11	2.846080400000e-02	1.482482800000e+01	1.333144890000e+00	1.182597805043e+00	2.207467352508e+00	1.041392685158e+00	4.072762596447e-01	5.927237403553e-01	7.154513119835e-01	5.205607122493e-01	5.502685814724e-01	3.586382655474e-01	-4.535330834744e-01	8.198185454514e-01	9.631663774883e-02	5.620954363123e-01	2.398170283406e+00	6.735258504624e-01	5.927237403553e-01	8.044856121524e-01	1.193677837197e+02	1.612379814339e+02	2.486611138734e+02	2.391265664131e+02	11	5.816085296930e+00	2.395607874733e+00	5.685505074896e+00	5.782125203299e+00
57469	2	47	6.580197000000e-03	1.397234500000e+01	1.408555930000e+00	1.208443428470e+00	2.575193482582e+00	1.672097857936e+00	5.087038113240e-01	4.912961886760e-01	5.888405336329e-01	4.983947275441e-01	1.741681726415e-01	1.384172353877e-01	-1.773045972660e-01	1.801296592703e-01	3.768325705616e-01	4.877340745346e-01	1.848592480533e+00	6.142999471267e-01	4.912961886760e-01	8.421065158202e-01	3.726515570649e+02	3.760048809549e+02	3.238198161423e+02	3.146127428842e+02	47	6.387356897845e+00	2.510303421866e+00	6.383466355463e+00	6.362302672201e+00
60798	1	19	2.345151200000e-02	8.994902000000e+00	3.718359040000e+00	1.021079718953e+00	2.487649517870e+00	1.278753600953e+00	4.875186166071e-01	5.124813833929e-01	6.159338817333e-01	2.320574816851e-01	1.062973617094e-01	6.278251175298e-02	-8.026021408921e-02	2.471786704090e-01	5.651011523169e-01	1.677914422749e-01	1.853657548307e+00	6.164937443348e-01	5.124813833929e-01	7.623548831031e-01	1.147621956416e+02	3.073615360110e+02	3.166185814442e+02	2.428662188222e+02	19	6.467642596482e+00	2.500536398782e+00	6.039791927230e+00	6.237304021616e+00
62596	0	13	2.714897300000e-02	1.097155000000e+01	2.818623150000e+00	1.096524605470e+00	2.485942401062e+00	1.113943352307e+00	5.584524369277e-01	4.415475630723e-01	5.245423212862e-01	1.181195024978e-01	1.384614167158e-01	-1.942919676781e-01	2.229357113553e-01	4.414290656541e-01	9.817675962630e-01	4.434073537974e-01	2.079159686800e+00	7.692141304507e-01	4.415475630723e-01	9.305314551276e-01	3.044967098445e+02	3.061557363259e+02	2.782098305381e+02	2.688996266133e+02	13	6.278162739018e+00	2.444372471713e+00	6.275802942301e+00	6.248598193941e+00
63929	0	11	3.420582700000e-02	9.151031000000e+00	4.533500180000e+00	1.006790251468e+00	2.431327181770e+00	1.041392685158e+00	7.529223983423e-01	2.470776016577e-01	2.764120462357e-01	1.276355409762e-01	7.075619059189e-01	-4.318044786729e-01	5.421916996646e-01	5.222919658422e-01	9.742389248548e-01	6.571807459196e-01	2.306621665248e+00	7.268347111265e-01	2.470776016577e-01	8.857073558234e-01	2.004756488594e+02	2.699772577609e+02	3.110147228387e+02	3.197526527933e+02	11	6.410098826660e+00	2.492780948179e+00	6.280833272677e+00	6.434165242788e+00
64353	0	14	3.559905200000e-02	1.122357600000e+01	1.379381880000e+00	1.111084322251e+00	2.653409739661e+00	1.146128035678e+00	5.404908478768e-01	4.595091521232e-01	5.478314472875e-01	2.347896369662e-01	2.172507300497e-01	-1.004376167524e-01	1.292084340191e-01	1.248545459366e+00	7.959609976560e-01	5.185800169010e-01	1.739633236847e+00	7.908202550790e-01	4.595091521232e-01	7.456954508059e-01	4.106945949321e+02	4.502044046325e+02	3.930794646751e+02	5.274248486394e+02	14	6.731286129262e+00	2.594480355926e+00	6.691395376831e+00	6.986646591240e+00
65990	1	22	1.558118800000e-02	1.296471100000e+01	8.858669900000e-01	1.173990047389e+00	2.280259291677e+00	1.342422680822e+00	6.095897262625e-01	3.904102737375e-01	4.581514531580e-01	4.718966471118e-01	3.090168700970e-01	2.892691608952e-01	-3.620829029189e-01	6.675440800790e-01	5.113372593032e-01	7.985041282298e-01	2.244933240807e+00	7.421848668041e-01	3.904102737375e-01	8.393633120583e-01	2.020888337986e+02	1.906598696100e+02	2.363787997145e+02	2.322695249764e+02	22	5.853486290400e+00	2.373608523056e+00	5.878769316426e+00	5.838253707773e+00
67139	0	12	1.133956200000e-02	4.093972000000e+00	1.400392740000e+00	6.710642092090e-01	2.182013194135e+00	1.079181246048e+00	6.586373194672e-01	3.413626805328e-01	3.948916514841e-01	1.891383317895e-01	6.520843233151e-01	-1.670347699887e-01	1.541857155269e-01	1.145043257406e+00	2.432665815524e-01	7.926773089301e-01	3.455757459815e+00	6.824396535973e-01	3.413626805328e-01	8.622496165840e-01	5.827164509157e+01	1.520593725610e+02	2.342734918583e+02	2.329536165332e+02	12	6.250395286483e+00	2.369723150778e+00	5.833839371362e+00	6.245487899176e+00
67905	2	25	6.508096000000e-03	5.664837000000e+00	1.335899340000e+00	8.446369468407e-01	2.358948263686e+00	1.397940008672e+00	7.411661048236e-01	2.588338951764e-01	2.908829113260e-01	4.528666588127e-01	2.179596161687e-01	-6.047024794152e-01	7.057691582757e-01	7.825113106584e-01	9.999420903336e-01	8.034493923512e-01	2.224754097770e+00	7.656811415423e-01	2.588338951764e-01	8.681978098951e-01	1.302644464314e+02	2.285326542457e+02	2.290127129260e+02	2.377145911195e+02	25	6.234030499869e+00	2.359859591512e+00	5.989908134431e+00	6.266422996652e+00
71744	0	10	4.222128100000e-02	7.982793000000e+00	5.704300190000e+00	1.051792875761e+00	2.606321826502e+00	1.000000000000e+00	7.781524954284e-01	2.218475045716e-01	2.457013135544e-01	8.390647637358e-01	4.618697310519e-01	4.986366819826e-01	-4.726567765105e-01	1.205917887321e+00	2.393368679534e-01	1.043243866057e+00	1.372572126530e+00	6.537799437191e-01	2.218475045716e-01	8.298916591598e-01	3.694729489258e+02	4.039446183400e+02	2.798644454496e+02	2.406035680051e+02	10	6.448424407367e+00	2.446947728313e+00	6.409685227758e+00	6.317133077492e+00
75477	0	12	2.851574100000e-02	3.511574000000e+00	2.474012050000e+00	7.189138653730e-01	2.423886152564e+00	1.079181246048e+00	6.706714672978e-01	3.293285327022e-01	3.795004142523e-01	1.492285498769e-01	7.796049643894e-01	1.267990015606e-01	-1.625057882307e-01	5.437421874528e-01	5.506656117763e-01	8.216095696960e-01	2.118111125975e+00	6.241128096786e-01	3.293285327022e-01	9.114328562151e-01	2.443591378488e+02	2.653909765825e+02	2.430928799591e+02	1.202952239086e+02	12	6.476516764814e+00	2.385772238811e+00	6.440659196429e+00	5.865469056895e+00
77383	1	15	3.272003400000e-02	5.854164000000e+00	2.721844930000e+00	9.281653282127e-01	2.492042393704e+00	1.176091259056e+00	6.886198082567e-01	3.113801917433e-01	3.566705629981e-01	5.327689372840e-01	8.135015705585e-01	-1.205647705199e-01	1.550720751297e-01	1.579496543674e-01	4.067191462653e-01	9.727229289737e-01	1.862933360036e+00	7.072962696561e-01	3.113801917433e-01	8.667766343484e-01	2.575572242028e+02	3.104862654847e+02	3.100571660905e+02	3.082456948494e+02	15	6.546760612055e+00	2.491441773282e+00	6.465591954231e+00	6.541671104859e+00
