ra_deg	dec_deg	source	identity
3.421891666667e+01	-8.229250000000e+00	runs/gravity/roadmap/item-17-slacs-running-strength-v1-source/sample-manifest.json	021652.54-081345.3
3.440416666667e+01	-5.224722222222e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ021737-051329
3.447708333333e+01	-3.480305555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.447890000000e+01	-3.480320000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3349
3.451050000000e+01	-2.781830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3515
3.453341666667e+01	7.581638888889e-01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J021808.09+004530.1
3.464590000000e+01	-2.575660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3723
3.468875000000e+01	-6.639722222222e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.473250000000e+01	1.515916666667e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.475833333333e+01	-8.492777777778e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ021902-082934
3.487130000000e+01	-2.143590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3916
3.490670000000e+01	-3.781880000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3202
3.490791666667e+01	1.817555555556e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC125347
3.496970000000e+01	2.903620000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5120
3.499410000000e+01	-4.140310000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4571
3.499916666667e+01	8.178888888889e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.502500000000e+01	-1.975027777778e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.502550000000e+01	-1.975070000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3917
3.506490000000e+01	-5.870820000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2899
3.519166666667e+01	-9.824166666667e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ022046-094927
3.526450000000e+01	-6.362450000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2855
3.535510000000e+01	2.542280000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5121
3.540041666667e+01	-5.520555555556e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.540196000000e+01	-5.521390000000e+00	item12_legacy_predecessor_coordinate_union	legacy-614
3.541541666667e+01	2.805194444444e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC122194
3.549580000000e+01	-3.745490000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3203
3.550333000000e+01	-2.074583000000e+01	item12_legacy_predecessor_coordinate_union	legacy-370
3.563666667000e+01	4.234666667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6148
3.563711000000e+01	4.234832000000e+01	item12_legacy_predecessor_coordinate_union	legacy-39
3.563920000000e+01	4.234920000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4570
3.567040000000e+01	2.825700000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4155
3.575800000000e+01	-2.071210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4572
3.576224000000e+01	-2.071184000000e+01	item12_legacy_predecessor_coordinate_union	legacy-615
3.576900000000e+01	-2.123390000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4573
3.576904000000e+01	-2.123385000000e+01	item12_legacy_predecessor_coordinate_union	legacy-616
3.588250000000e+01	2.546500000000e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.594625000000e+01	2.747305555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.598160000000e+01	2.749280000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5122
3.609791666667e+01	2.723472222222e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.610329000000e+01	-2.162310000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2294
3.614583333000e+01	5.601166667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6208
3.614583333000e+01	5.601166667000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KKH11
3.616920000000e+01	-1.914200000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3918
3.625083333000e+01	3.603777778000e+01	item12_legacy_predecessor_coordinate_union	legacy-6107
3.625083333000e+01	3.603777778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	DDO019
3.629583333333e+01	-4.909166666667e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ022511-045433
3.636620000000e+01	2.039530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4217
3.636810000000e+01	-2.563790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3724
3.641000000000e+01	2.300083333333e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.646163000000e+01	1.849622000000e+01	item12_legacy_predecessor_coordinate_union	legacy-617
3.646180000000e+01	1.849620000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4575
3.649917000000e+01	-2.142083000000e+01	item12_legacy_predecessor_coordinate_union	legacy-328
3.650200000000e+01	3.947090000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5123
3.650208300000e+01	3.947083300000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 1886
3.653200000000e+01	3.191230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4574
3.654166666667e+01	-4.336388888889e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ022610-042011
3.658941000000e+01	-9.841740000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2180
3.659083000000e+01	-2.429222000000e+01	item12_legacy_predecessor_coordinate_union	legacy-291
3.659083000000e+01	-2.429222000000e+01	item12_legacy_predecessor_coordinate_union	legacy-292
3.664000000000e+01	-1.583666666667e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.672000000000e+01	3.342694444000e+01	item12_legacy_predecessor_coordinate_union	legacy-6090
3.672000000000e+01	3.342694444000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	d0226+3325
3.677240000000e+01	-1.909460000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3919
3.681666667000e+01	3.357805556000e+01	item12_legacy_predecessor_coordinate_union	legacy-6093
3.681666667000e+01	3.357805556000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	NGC0925
3.683333333000e+01	3.395833333000e+01	item12_legacy_predecessor_coordinate_union	legacy-6099
3.683333333000e+01	3.395833333000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	Halogas
3.688650000000e+01	-1.016560000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4502
3.690609000000e+01	-1.156280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-618
3.690609000000e+01	-1.156280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-619
3.690609000000e+01	-1.156280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-620
3.690609000000e+01	-1.156280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-621
3.694333333333e+01	2.658888888889e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC1921
3.702190000000e+01	-4.785620000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3011
3.706030000000e+01	3.131170000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4576
3.709220000000e+01	2.321470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5124
3.711603000000e+01	-1.151560000000e+00	item12_legacy_predecessor_coordinate_union	legacy-622
3.711603000000e+01	-1.151560000000e+00	item12_legacy_predecessor_coordinate_union	legacy-623
3.713666666667e+01	-1.904055555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.713770000000e+01	-1.898210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3920
3.713800000000e+01	-1.904210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4577
3.721510000000e+01	-4.140270000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4578
3.727970000000e+01	-3.099700000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3516
3.745833333333e+01	9.847777777778e+00	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC1974
3.750000000000e+01	2.863361111111e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC1971
3.758970000000e+01	3.532590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5125
3.759730000000e+01	-2.068370000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3921
3.761630000000e+01	-4.302690000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3090
3.763809000000e+01	-1.108420000000e+00	item12_legacy_predecessor_coordinate_union	legacy-624
3.764833333333e+01	-3.159666666667e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.765090000000e+01	-3.159620000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3517
3.767850000000e+01	-2.939000000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4579
3.777925872803e+01	-1.105183243752e+00	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-36386
3.785900000000e+01	1.346300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5126
3.792291666667e+01	2.798888888889e+00	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC120312
3.807295000000e+01	-3.503018000000e+01	item12_legacy_predecessor_coordinate_union	legacy-233
3.807300000000e+01	-3.503020000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3350
3.817660000000e+01	-3.300270000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3351
3.821250000000e+01	-4.139722222222e+00	runs/gravity/roadmap/item-29-nonlinear-self-interaction-v1-source/sample-manifest.json	SL2SJ023251-040823
3.822420000000e+01	2.332760000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5127
3.825520324707e+01	4.208190143108e-01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-603674
3.827937000000e+01	-4.643950000000e+00	runs/gravity/roadmap/item-22-polarization-superposition-v1-source/sample-manifest.json	SL2SJ023307-043838
3.831583333333e+01	-1.174444444444e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.831620000000e+01	-1.174490000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4388
3.832550000000e+01	3.349042000000e+01	item12_legacy_predecessor_coordinate_union	legacy-103
3.832580000000e+01	3.349110000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5128
3.832583300000e+01	3.349111100000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 2023
3.832583333000e+01	3.349111111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6091
3.839312000000e+01	-3.904506000000e+01	item12_legacy_predecessor_coordinate_union	legacy-625
3.839312000000e+01	-3.904506000000e+01	item12_legacy_predecessor_coordinate_union	legacy-626
3.839312000000e+01	-3.904506000000e+01	item12_legacy_predecessor_coordinate_union	legacy-627
3.842916667000e+01	4.052805556000e+01	item12_legacy_predecessor_coordinate_union	legacy-6129
3.842916667000e+01	4.052805556000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	DDO024
3.855583300000e+01	2.931138900000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 2045
3.860083333333e+01	-1.084638888889e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.860210000000e+01	-1.084370000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4460
3.861000000000e+01	3.242361111111e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.872416666667e+01	-1.365916666667e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.872430000000e+01	-1.365830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4461
3.886554000000e+01	-9.356000000000e+00	item12_legacy_predecessor_coordinate_union	legacy-628
3.888618000000e+01	-7.154400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-629
3.889833333000e+01	5.937972222000e+01	item12_legacy_predecessor_coordinate_union	legacy-6216
3.889833333000e+01	5.937972222000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	MB1
3.904040000000e+01	2.389910000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5129
3.911625000000e+01	3.897000000000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 2080
3.916150000000e+01	-5.485980000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4581
3.923790000000e+01	-2.919060000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3518
3.940125000000e+01	-3.292555555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
3.940250000000e+01	-3.292440000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3352
3.941650000000e+01	3.443160000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5130
3.941933000000e+01	-6.686940000000e+00	runs/gravity/roadmap/item-22-polarization-superposition-v1-source/sample-manifest.json	SDSSJ023740.63-064112.9
3.945651000000e+01	-6.133160000000e+01	item12_legacy_predecessor_coordinate_union	legacy-193
3.948470000000e+01	3.424930000000e+01	VizieR VII/26D/catalog	UGC02109
3.954819000000e+01	-1.318620000000e+00	item12_legacy_predecessor_coordinate_union	legacy-630
3.954819000000e+01	-1.318620000000e+00	item12_legacy_predecessor_coordinate_union	legacy-631
3.954819000000e+01	-1.318620000000e+00	item12_legacy_predecessor_coordinate_union	legacy-632
3.954819000000e+01	-1.318620000000e+00	item12_legacy_predecessor_coordinate_union	legacy-633
3.957402000000e+01	-5.765420000000e+00	runs/gravity/roadmap/item-23-bimetric-v1-source/sample-manifest.json	HSCJ023817.77-054555.5
3.960550689697e+01	-1.884046643972e-01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-547926
3.963626000000e+01	-6.677390000000e+00	item12_legacy_predecessor_coordinate_union	legacy-634
3.963626000000e+01	-6.677390000000e+00	item12_legacy_predecessor_coordinate_union	legacy-635
3.963626000000e+01	-6.677390000000e+00	item12_legacy_predecessor_coordinate_union	legacy-636
3.963626000000e+01	-6.677390000000e+00	item12_legacy_predecessor_coordinate_union	legacy-637
3.971590000000e+01	2.784730000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5131
3.981208300000e+01	3.015138900000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 2141
3.982039000000e+01	4.087229000000e+01	item12_legacy_predecessor_coordinate_union	legacy-40
3.982040000000e+01	4.087230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4580
3.987140000000e+01	-8.133640000000e+00	item12_legacy_predecessor_coordinate_union	legacy-638
3.992710000000e+01	-2.123990000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3922
3.999130000000e+01	2.832550000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5132
4.002630000000e+01	1.508800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4582
4.009989000000e+01	-8.433540000000e+00	item12_legacy_predecessor_coordinate_union	legacy-640
4.012076000000e+01	1.929708000000e+01	item12_legacy_predecessor_coordinate_union	legacy-639
4.013683000000e+01	-8.147680000000e+00	item12_legacy_predecessor_coordinate_union	legacy-641
4.026040000000e+01	-6.935870000000e+00	item12_legacy_predecessor_coordinate_union	legacy-642
4.043847000000e+01	4.431800000000e-01	item12_legacy_predecessor_coordinate_union	legacy-643
4.047590000000e+01	5.948100000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5133
4.047708333000e+01	5.960305556000e+01	item12_legacy_predecessor_coordinate_union	legacy-6217
4.047708333000e+01	5.960305556000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	Maffei2
4.052875000000e+01	-2.413222000000e+01	item12_legacy_predecessor_coordinate_union	legacy-293
4.054500000000e+01	4.335527778000e+01	item12_legacy_predecessor_coordinate_union	legacy-6152
4.054500000000e+01	4.335527778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC02172
4.055190000000e+01	-1.982970000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3923
4.056008529663e+01	8.778073787689e-01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-36827
4.066988000000e+01	-1.329000000000e-02	item12_legacy_predecessor_coordinate_union	legacy-644
4.066988000000e+01	-1.329000000000e-02	item12_legacy_predecessor_coordinate_union	legacy-645
4.066988000000e+01	-1.329000000000e-02	item12_legacy_predecessor_coordinate_union	legacy-646
