galaxy,model,Ydisk,e_Ydisk,Ybul,e_Ybul,D,e_D,inc,e_inc,V200,e_V200,C200,e_C200,rs,e_rs,log_rhos,e_log_rhos,log_M200,e_log_M200,alpha,e_alpha,Chi,rho_s_msun_kpc3,nonfinite_published_chi
UGC05829,NFW-LCDM,0.51,0.12,0.0,0.0,7.57,2.16,35.5,5.9,54.54,5.43,6.83,1.64,10.94,2.84,-2.58,0.37,10.71,0.13,0.0,0.0,0.6,2630267.9918953814,False
UGC05918,Burkert-Flat,0.5,0.13,0.0,0.0,7.74,2.37,45.9,5.0,26.45,4.05,24.33,10.65,1.49,0.69,-1.24,0.64,9.77,0.2,0.0,0.0,0.09,57543993.73371569,False
UGC05918,NFW-Flat,0.5,0.13,0.0,0.0,7.61,2.32,45.7,5.0,40.49,71.09,8.08,4.54,6.87,12.66,-2.4,3.32,10.33,2.29,0.0,0.0,0.29,3981071.7055349736,False
UGC05918,NFW-LCDM,0.51,0.12,0.0,0.0,5.99,1.57,44.1,4.7,46.24,4.04,8.75,2.2,7.24,1.93,-2.32,0.37,10.5,0.11,0.0,0.0,0.31,4786300.923226385,False
UGC05986,Burkert-Flat,0.5,0.11,0.0,0.0,9.03,2.19,89.9,1.8,70.66,4.44,27.64,7.75,3.5,1.01,-1.09,0.39,11.05,0.08,0.0,0.0,1.13,81283051.6164099,False
UGC05986,NFW-Flat,0.6,0.1,0.0,0.0,13.56,1.89,89.8,1.8,279.73,85.05,1.78,1.06,215.58,144.68,-3.84,1.0,12.84,0.4,0.0,0.0,5.89,144543.9770745928,False
UGC05986,NFW-LCDM,0.49,0.08,0.0,0.0,14.28,1.76,89.8,1.8,115.68,8.99,5.29,0.95,29.96,5.87,-2.84,0.28,11.69,0.1,0.0,0.0,7.1,1445439.770745928,False
UGC05999,Burkert-Flat,0.49,0.12,0.0,0.0,46.69,9.72,16.3,7.3,95.28,82.31,18.28,17.71,7.14,9.27,-1.56,2.04,11.44,1.13,0.0,0.0,inf,27542287.03338166,True
UGC05999,NFW-Flat,0.49,0.12,0.0,0.0,45.09,9.68,16.9,6.4,180.12,114.98,4.2,4.42,58.72,72.24,-3.06,1.84,12.27,0.83,0.0,0.0,inf,870963.5899560805,True
UGC05999,NFW-LCDM,0.47,0.12,0.0,0.0,42.71,9.59,24.7,3.3,71.64,7.03,6.48,1.43,15.14,3.64,-2.63,0.34,11.07,0.13,0.0,0.0,inf,2344228.8153199228,True
UGC06399,Burkert-Flat,0.5,0.13,0.0,0.0,18.05,2.52,75.2,2.0,56.49,5.31,22.17,3.82,3.49,0.69,-1.34,0.29,10.76,0.12,0.0,0.0,0.08,45708818.961487494,False
UGC06399,NFW-Flat,0.51,0.13,0.0,0.0,18.11,2.47,75.2,2.0,109.04,103.61,5.56,2.31,26.85,27.85,-2.78,1.84,11.62,1.24,0.0,0.0,1.14,1659586.9074375613,False
UGC06399,NFW-LCDM,0.56,0.13,0.0,0.0,18.88,2.13,75.2,2.0,73.1,4.36,8.55,1.44,11.72,2.1,-2.34,0.25,11.09,0.08,0.0,0.0,1.75,4570881.896148752,False
UGC06446,Burkert-Flat,0.51,0.13,0.0,0.0,13.99,3.53,51.6,3.0,46.23,3.27,28.43,8.77,2.23,0.7,-1.06,0.43,10.5,0.09,0.0,0.0,0.51,87096358.99560805,False
UGC06446,NFW-Flat,0.51,0.13,0.0,0.0,11.48,3.62,51.2,3.0,57.19,5.61,15.09,6.09,5.19,2.16,-1.74,0.56,10.78,0.13,0.0,0.0,0.27,18197008.586099837,False
UGC06446,NFW-LCDM,0.51,0.13,0.0,0.0,13.56,2.34,50.9,2.8,62.64,3.98,11.52,2.29,7.45,1.55,-2.03,0.29,10.89,0.08,0.0,0.0,0.36,9332543.007969916,False
UGC06614,Burkert-Flat,0.49,0.12,0.71,0.16,87.79,8.83,33.4,4.7,171.42,22.75,10.74,2.89,21.86,6.55,-2.14,0.43,12.21,0.17,0.0,0.0,0.1,7244359.600749899,False
UGC06614,NFW-Flat,0.47,0.12,0.69,0.16,88.01,9.0,29.7,4.7,238.77,60.52,4.87,2.49,67.22,38.37,-2.92,0.83,12.64,0.33,0.0,0.0,0.27,1202264.434617413,False
UGC06614,NFW-LCDM,0.47,0.11,0.71,0.17,88.0,8.27,28.8,3.4,234.82,41.67,5.48,1.31,58.72,17.48,-2.8,0.46,12.62,0.23,0.0,0.0,0.28,1584893.1924611141,False
UGC06628,Burkert-Flat,0.49,0.13,0.0,0.0,13.97,4.44,16.0,5.9,24.07,41.35,32.15,280.7,1.03,9.13,-0.92,11.89,9.65,2.24,0.0,0.0,0.16,120226443.46174128,False
UGC06628,NFW-Flat,0.49,0.13,0.0,0.0,15.27,4.5,14.9,5.6,28.48,50.59,19.95,281.68,1.96,27.84,-1.43,18.87,9.87,2.31,0.0,0.0,0.25,37153522.90971726,False
UGC06628,NFW-LCDM,0.51,0.13,0.0,0.0,15.09,4.56,10.8,2.6,74.52,9.13,8.77,2.46,11.64,3.56,-2.32,0.44,11.12,0.16,0.0,0.0,0.9,4786300.923226385,False
UGC06667,Burkert-Flat,0.5,0.13,0.0,0.0,17.83,2.54,89.0,0.8,55.77,2.69,24.69,3.17,3.09,0.42,-1.22,0.19,10.74,0.06,0.0,0.0,0.17,60255958.60743578,False
UGC06667,NFW-Flat,0.5,0.13,0.0,0.0,18.18,2.53,88.9,0.8,99.88,30.44,6.69,1.65,20.46,8.02,-2.6,0.65,11.5,0.4,0.0,0.0,2.28,2511886.4315095795,False
UGC06667,NFW-LCDM,0.64,0.15,0.0,0.0,20.51,2.15,89.0,0.8,74.21,3.96,8.83,1.15,11.52,1.62,-2.31,0.2,11.11,0.07,0.0,0.0,3.46,4897788.193684461,False
UGC06786,Burkert-Flat,0.68,0.09,0.72,0.1,35.94,4.52,64.4,2.9,147.83,6.18,16.74,2.28,12.09,1.72,-1.66,0.2,12.01,0.05,0.0,0.0,2.26,21877616.23949553,False
UGC06786,NFW-Flat,0.39,0.07,0.78,0.14,22.05,3.91,63.5,2.9,139.43,8.24,24.14,5.3,7.91,1.8,-1.21,0.31,11.94,0.08,0.0,0.0,0.69,61659500.18614822,False
UGC06786,NFW-LCDM,0.4,0.07,0.61,0.08,31.19,3.97,64.0,3.0,155.45,6.81,15.07,2.32,14.13,2.27,-1.74,0.22,12.08,0.06,0.0,0.0,0.87,18197008.586099837,False
UGC06787,Burkert-Flat,0.9,0.12,0.19,0.02,47.24,4.77,70.6,2.7,270.86,12.62,4.57,0.53,81.28,10.17,-3.01,0.18,12.8,0.06,0.0,0.0,17.99,977237.2209558111,False
UGC06787,NFW-Flat,0.9,0.17,0.24,0.05,39.25,4.85,69.5,2.8,417.93,35.78,1.0,0.23,570.54,139.28,-4.29,0.36,13.37,0.11,0.0,0.0,18.26,51286.13839913648,False
UGC06787,NFW-LCDM,1.1,0.14,0.3,0.04,32.33,3.45,68.5,2.7,423.69,35.28,1.33,0.22,437.52,80.25,-4.08,0.28,13.38,0.11,0.0,0.0,18.57,83176.37711026709,False
UGC06818,Burkert-Flat,0.45,0.1,0.0,0.0,17.25,2.43,75.2,3.0,135.97,126.81,11.91,2.01,15.64,14.82,-2.03,1.73,11.9,1.22,0.0,0.0,2.18,9332543.007969916,False
UGC06818,NFW-Flat,0.39,0.08,0.0,0.0,16.36,2.51,75.0,3.0,317.91,85.9,1.08,0.89,402.13,349.08,-4.23,1.27,13.01,0.35,0.0,0.0,5.89,58884.36553555884,False
UGC06818,NFW-LCDM,0.41,0.09,0.0,0.0,15.99,2.16,74.8,3.0,62.69,3.75,6.89,1.24,12.46,2.37,-2.57,0.26,10.89,0.08,0.0,0.0,9.52,2691534.8039269163,False
UGC06917,Burkert-Flat,0.48,0.12,0.0,0.0,17.96,2.46,55.9,2.0,63.77,3.71,24.54,4.15,3.56,0.64,-1.23,0.25,10.92,0.08,0.0,0.0,0.29,58884365.535558894,False
UGC06917,NFW-Flat,0.48,0.12,0.0,0.0,17.59,2.51,55.7,2.0,99.76,37.69,8.18,2.57,16.7,8.2,-2.39,0.81,11.5,0.49,0.0,0.0,1.17,4073802.7780411257,False
UGC06917,NFW-LCDM,0.51,0.1,0.0,0.0,19.04,2.14,56.4,1.9,86.95,5.49,8.79,1.57,13.55,2.56,-2.32,0.26,11.32,0.08,0.0,0.0,1.5,4786300.923226385,False
UGC06923,Burkert-Flat,0.5,0.12,0.0,0.0,17.72,2.49,64.9,2.0,52.25,108.85,22.23,6.45,3.22,6.77,-1.34,3.86,10.66,2.71,0.0,0.0,1.9,45708818.961487494,False
UGC06923,NFW-Flat,0.48,0.1,0.0,0.0,17.77,2.42,64.9,2.0,173.05,122.16,3.5,3.37,67.8,80.96,-3.24,1.84,12.22,0.92,0.0,0.0,3.7,575439.9373371566,False
UGC06923,NFW-LCDM,0.47,0.1,0.0,0.0,17.82,2.08,65.1,2.0,70.89,4.42,8.84,1.71,10.98,2.24,-2.31,0.28,11.06,0.08,0.0,0.0,4.67,4897788.193684461,False
UGC06930,Burkert-Flat,0.49,0.12,0.0,0.0,17.86,2.49,31.9,5.1,63.02,11.73,23.39,6.29,3.69,1.21,-1.28,0.49,10.9,0.24,0.0,0.0,0.28,52480746.02497726,False
UGC06930,NFW-Flat,0.49,0.13,0.0,0.0,18.1,2.53,31.8,5.2,77.58,17.44,10.62,3.98,10.0,4.37,-2.11,0.65,11.17,0.29,0.0,0.0,0.44,7762471.16628692,False
UGC06930,NFW-LCDM,0.5,0.13,0.0,0.0,18.36,2.32,31.3,2.8,84.82,7.04,9.07,2.04,12.81,3.07,-2.28,0.33,11.29,0.11,0.0,0.0,0.54,5248074.602497728,False
UGC06973,Burkert-Flat,0.3,0.07,0.59,0.14,11.05,1.99,69.5,3.1,90.63,11.81,49.12,12.04,2.53,0.7,-0.43,0.4,11.38,0.17,0.0,0.0,1.61,371535229.09717256,False
UGC06973,NFW-Flat,0.29,0.07,0.58,0.14,10.2,2.0,69.8,3.1,149.31,98.63,19.0,9.63,10.76,8.96,-1.48,1.39,12.03,0.86,0.0,0.0,1.68,33113112.148259114,False
UGC06973,NFW-LCDM,0.21,0.04,0.48,0.1,14.67,1.97,69.7,3.2,130.04,23.06,17.02,4.01,10.47,3.09,-1.6,0.45,11.85,0.23,0.0,0.0,3.82,25118864.315095793,False
UGC06983,Burkert-Flat,0.52,0.13,0.0,0.0,18.41,2.47,49.0,1.0,64.14,2.86,26.38,4.37,3.33,0.57,-1.14,0.23,10.92,0.06,0.0,0.0,0.53,72443596.00749902,False
UGC06983,NFW-Flat,0.49,0.12,0.0,0.0,17.85,2.49,49.0,1.0,78.65,6.12,12.96,2.77,8.31,1.89,-1.9,0.32,11.19,0.1,0.0,0.0,0.74,12589254.117941676,False
UGC06983,NFW-LCDM,0.54,0.12,0.0,0.0,19.14,2.07,49.1,1.0,81.13,4.52,11.13,1.92,9.99,1.81,-2.06,0.25,11.23,0.07,0.0,0.0,0.77,8709635.899560805,False
UGC07089,Burkert-Flat,0.51,0.14,0.0,0.0,18.02,2.44,79.8,3.0,59.24,129.32,12.83,3.13,6.32,13.89,-1.95,4.04,10.82,2.84,0.0,0.0,0.22,11220184.543019636,False
UGC07089,NFW-Flat,0.46,0.1,0.0,0.0,17.15,2.45,80.0,3.0,254.55,70.6,1.12,0.91,311.39,266.81,-4.21,1.25,12.72,0.36,0.0,0.0,0.36,61659.50018614822,False
UGC07089,NFW-LCDM,0.46,0.1,0.0,0.0,15.58,2.04,79.5,3.0,70.27,4.19,6.0,1.13,16.05,3.16,-2.71,0.27,11.04,0.08,0.0,0.0,1.22,1949844.5997580455,False
UGC07125,Burkert-Flat,0.49,0.12,0.0,0.0,17.39,4.2,89.6,1.8,41.95,1.88,13.85,4.53,4.15,1.37,-1.86,0.44,10.37,0.06,0.0,0.0,0.27,13803842.646028845,False
UGC07125,NFW-Flat,0.49,0.12,0.0,0.0,13.41,4.63,89.5,1.8,52.15,4.48,7.41,3.82,9.65,5.04,-2.49,0.7,10.66,0.11,0.0,0.0,0.82,3235936.5692962813,False
UGC07125,NFW-LCDM,0.49,0.12,0.0,0.0,9.02,1.86,89.8,1.8,54.54,3.3,9.62,2.23,7.76,1.86,-2.22,0.33,10.71,0.08,0.0,0.0,0.76,6025595.860743575,False
UGC07151,Burkert-Flat,0.51,0.13,0.0,0.0,6.87,0.34,89.7,1.8,37.11,1.77,32.32,3.55,1.57,0.19,-0.91,0.17,10.21,0.06,0.0,0.0,1.36,123026877.08123815,False
UGC07151,NFW-Flat,0.71,0.17,0.0,0.0,6.92,0.34,89.5,1.8,60.93,64.36,8.57,3.25,9.74,10.93,-2.34,2.01,10.86,1.38,0.0,0.0,3.64,4570881.896148752,False
UGC07151,NFW-LCDM,0.72,0.13,0.0,0.0,6.93,0.33,89.8,1.8,72.19,4.25,6.97,1.19,14.19,2.57,-2.56,0.25,11.08,0.08,0.0,0.0,3.73,2754228.703338166,False
UGC07232,Burkert-Flat,0.5,0.12,0.0,0.0,2.85,0.17,58.8,4.9,467.02,137.96,32.27,4.07,19.82,6.37,-0.91,0.57,13.51,0.38,0.0,0.0,inf,123026877.08123815,True
UGC07232,NFW-Flat,0.47,0.11,0.0,0.0,2.83,0.17,58.2,5.0,439.17,133.9,1.92,4.06,313.57,670.35,-3.77,2.97,13.43,0.4,0.0,0.0,inf,169824.36524617442,True
UGC07232,NFW-LCDM,0.51,0.12,0.0,0.0,2.84,0.17,60.4,4.6,45.23,2.64,11.35,1.93,5.46,0.98,-2.04,0.25,10.47,0.08,0.0,0.0,inf,9120108.393559096,True
UGC07261,Burkert-Flat,0.48,0.12,0.0,0.0,12.41,4.12,28.2,10.3,40.22,21.26,39.55,28.73,1.39,1.25,-0.68,1.36,10.32,0.69,0.0,0.0,0.86,208929613.08540392,False
UGC07261,NFW-Flat,0.5,0.12,0.0,0.0,12.98,4.05,28.6,9.9,51.51,29.96,15.96,14.37,4.42,4.74,-1.67,1.6,10.64,0.76,0.0,0.0,0.12,21379620.895022325,False
UGC07261,NFW-LCDM,0.52,0.13,0.0,0.0,14.2,3.47,28.3,4.8,67.63,6.6,9.65,2.59,9.59,2.73,-2.22,0.4,10.99,0.13,0.0,0.0,0.87,6025595.860743575,False
UGC07323,Burkert-Flat,0.52,0.13,0.0,0.0,8.74,2.01,48.1,3.0,63.99,135.05,14.72,5.09,5.95,12.73,-1.8,3.92,10.92,2.75,0.0,0.0,0.4,15848931.924611134,False
UGC07323,NFW-Flat,0.44,0.11,0.0,0.0,7.97,2.19,47.0,2.9,434.33,107.67,1.0,1.49,593.36,894.09,-4.29,2.16,13.42,0.32,0.0,0.0,1.04,51286.13839913648,False
UGC07323,NFW-LCDM,0.49,0.11,0.0,0.0,7.95,1.4,47.8,2.8,76.63,5.14,6.16,1.44,17.04,4.13,-2.68,0.33,11.16,0.09,0.0,0.0,2.63,2089296.1308540385,False
UGC07399,Burkert-Flat,0.54,0.14,0.0,0.0,9.81,2.37,55.4,3.0,53.1,4.0,39.81,11.86,1.83,0.56,-0.67,0.41,10.68,0.1,0.0,0.0,1.28,213796208.9502232,False
UGC07399,NFW-Flat,0.48,0.12,0.0,0.0,8.14,2.51,55.2,3.0,75.05,8.86,18.09,7.65,5.68,2.5,-1.54,0.6,11.13,0.15,0.0,0.0,1.61,28840315.031266056,False
UGC07399,NFW-LCDM,0.54,0.12,0.0,0.0,12.35,1.87,57.3,2.7,75.12,4.58,12.5,2.34,8.23,1.62,-1.94,0.27,11.13,0.08,0.0,0.0,1.99,11481536.21496883,False
UGC07524,Burkert-Flat,0.55,0.13,0.0,0.0,4.76,0.24,46.4,2.9,50.09,3.1,18.84,1.42,3.64,0.36,-1.52,0.15,10.6,0.08,0.0,0.0,0.25,30199517.20402016,False
UGC07524,NFW-Flat,0.46,0.11,0.0,0.0,4.71,0.24,45.7,3.0,80.85,9.89,5.76,0.76,19.24,3.46,-2.75,0.29,11.23,0.16,0.0,0.0,0.89,1778279.4100389227,False
UGC07524,NFW-LCDM,0.5,0.11,0.0,0.0,4.75,0.24,46.9,2.4,71.78,3.78,6.33,0.66,15.54,1.81,-2.65,0.17,11.07,0.07,0.0,0.0,0.97,2238721.13856834,False
UGC07559,Burkert-Flat,0.48,0.13,0.0,0.0,4.96,0.25,60.5,3.0,22.47,151.56,17.48,2.81,1.76,11.88,-1.61,12.43,9.56,8.79,0.0,0.0,0.27,24547089.156850297,False
UGC07559,NFW-Flat,0.48,0.11,0.0,0.0,4.98,0.25,61.1,3.0,134.39,38.79,1.1,2.32,167.82,358.65,-4.22,3.04,11.89,0.38,0.0,0.0,1.07,60255.95860743581,False
UGC07559,NFW-LCDM,0.43,0.1,0.0,0.0,4.81,0.25,58.9,3.0,42.83,2.47,5.29,0.78,11.09,1.75,-2.83,0.22,10.4,0.08,0.0,0.0,1.97,1479108.3881682071,False
UGC07577,Burkert-Flat,0.49,0.12,0.0,0.0,2.58,0.13,62.9,3.0,282.68,142.78,6.84,2.16,56.65,33.75,-2.61,1.02,12.86,0.66,0.0,0.0,0.22,2454708.915685031,False
UGC07577,NFW-Flat,0.5,0.11,0.0,0.0,2.59,0.13,62.9,3.0,21.81,10.12,1.19,1.35,25.19,30.89,-4.16,1.81,9.52,0.6,0.0,0.0,0.36,69183.09709189362,False
UGC07577,NFW-LCDM,0.37,0.08,0.0,0.0,2.42,0.13,58.6,3.1,35.99,2.05,3.44,0.52,14.32,2.32,-3.25,0.23,10.17,0.07,0.0,0.0,3.11,562341.3251903491,False
UGC07603,Burkert-Flat,0.48,0.11,0.0,0.0,4.69,1.32,78.0,3.0,36.83,3.59,33.45,12.67,1.51,0.59,-0.87,0.53,10.2,0.13,0.0,0.0,0.28,134896288.25916535,False
UGC07603,NFW-Flat,0.47,0.12,0.0,0.0,5.01,1.34,78.0,3.0,67.78,56.78,8.88,5.03,10.46,10.58,-2.3,1.72,11.0,1.09,0.0,0.0,2.14,5011872.336272725,False
UGC07603,NFW-LCDM,0.46,0.1,0.0,0.0,5.54,0.94,78.6,3.0,56.78,3.51,10.02,2.13,7.76,1.72,-2.18,0.3,10.77,0.08,0.0,0.0,2.36,6606934.480075957,False
UGC07608,Burkert-Flat,0.48,0.13,0.0,0.0,8.54,2.42,23.9,10.3,50.37,69.89,22.67,18.66,3.04,4.91,-1.32,2.78,10.61,1.81,0.0,0.0,0.16,47863009.232263826,False
UGC07608,NFW-Flat,0.5,0.13,0.0,0.0,8.25,2.45,24.7,8.3,391.38,121.14,1.33,4.43,403.33,1348.67,-4.07,4.7,13.28,0.4,0.0,0.0,0.89,85113.80382023759,False
UGC07608,NFW-LCDM,0.51,0.13,0.0,0.0,8.01,2.16,29.2,5.0,50.9,4.93,8.36,2.13,8.34,2.27,-2.37,0.38,10.62,0.13,0.0,0.0,1.94,4265795.188015926,False
UGC07690,Burkert-Flat,0.48,0.13,0.0,0.0,8.1,2.49,40.9,5.0,25.92,4.81,52.93,33.26,0.67,0.44,-0.34,0.89,9.74,0.24,0.0,0.0,0.29,457088189.614875,False
UGC07690,NFW-Flat,0.51,0.13,0.0,0.0,8.1,2.42,41.3,5.1,29.86,10.53,27.17,21.34,1.51,1.3,-1.08,1.22,9.93,0.46,0.0,0.0,0.84,83176377.11026709,False
UGC07690,NFW-LCDM,0.67,0.14,0.0,0.0,8.63,1.67,40.4,4.4,62.23,4.57,7.08,1.86,12.04,3.29,-2.54,0.38,10.89,0.1,0.0,0.0,3.5,2884031.5031266054,False
UGC07866,Burkert-Flat,0.51,0.14,0.0,0.0,4.54,0.23,45.0,5.2,17.02,152.11,24.37,8.06,0.96,8.56,-1.23,16.48,9.2,11.65,0.0,0.0,0.18,58884365.535558894,False
UGC07866,NFW-Flat,0.5,0.12,0.0,0.0,4.61,0.23,44.4,5.0,44.92,61.24,4.59,5.64,13.42,24.64,-2.98,3.01,10.46,1.78,0.0,0.0,0.11,1047128.5480508996,False
UGC07866,NFW-LCDM,0.46,0.12,0.0,0.0,4.52,0.23,37.9,4.0,44.44,2.7,7.07,1.46,8.62,1.86,-2.54,0.3,10.45,0.08,0.0,0.0,0.3,2884031.5031266054,False
UGC08286,Burkert-Flat,0.44,0.1,0.0,0.0,6.49,0.21,89.4,1.8,46.1,0.78,35.95,1.7,1.76,0.09,-0.79,0.07,10.49,0.02,0.0,0.0,1.48,162181009.73589298,False
UGC08286,NFW-Flat,0.64,0.17,0.0,0.0,6.52,0.21,89.6,1.8,58.68,2.33,15.01,1.5,5.36,0.58,-1.74,0.15,10.81,0.05,0.0,0.0,2.87,18197008.586099837,False
UGC08286,NFW-LCDM,0.62,0.21,0.0,0.0,6.58,0.21,89.7,1.8,61.36,2.97,13.86,1.69,6.06,0.79,-1.83,0.18,10.87,0.06,0.0,0.0,3.02,14791083.881682072,False
UGC08490,Burkert-Flat,0.81,0.19,0.0,0.0,5.09,0.52,51.6,3.0,44.19,2.24,30.86,6.66,1.96,0.43,-0.97,0.3,10.44,0.07,0.0,0.0,0.42,107151930.52376065,False
UGC08490,NFW-Flat,0.5,0.12,0.0,0.0,4.6,0.53,50.2,3.0,49.99,2.7,21.71,3.7,3.16,0.56,-1.33,0.25,10.6,0.07,0.0,0.0,0.13,46773514.128719814,False
UGC08490,NFW-LCDM,0.48,0.17,0.0,0.0,5.06,0.48,47.1,2.7,55.8,3.37,18.39,3.48,4.16,0.83,-1.52,0.27,10.74,0.08,0.0,0.0,0.29,30199517.20402016,False
UGC08550,Burkert-Flat,0.52,0.15,0.0,0.0,7.78,1.89,89.8,1.8,32.72,2.36,28.38,9.04,1.58,0.52,-1.06,0.44,10.05,0.09,0.0,0.0,1.3,87096358.99560805,False
UGC08550,NFW-Flat,0.54,0.14,0.0,0.0,7.18,1.75,89.8,1.8,43.69,5.25,11.89,4.25,5.03,1.9,-1.99,0.52,10.42,0.16,0.0,0.0,1.08,10232929.922807543,False
UGC08550,NFW-LCDM,0.6,0.16,0.0,0.0,7.08,1.19,89.8,1.8,51.13,3.78,9.3,2.3,7.53,1.94,-2.26,0.36,10.63,0.1,0.0,0.0,1.53,5495408.738576248,False
UGC08699,Burkert-Flat,0.84,0.14,0.56,0.09,46.27,6.3,74.6,7.0,117.5,10.39,13.05,2.3,12.34,2.43,-1.93,0.28,11.71,0.12,0.0,0.0,0.97,11748975.549395297,False
UGC08699,NFW-Flat,0.72,0.14,0.59,0.09,44.11,5.98,73.8,7.4,143.33,33.61,6.87,2.42,28.59,12.1,-2.57,0.64,11.97,0.31,0.0,0.0,0.73,2691534.8039269163,False
UGC08699,NFW-LCDM,0.74,0.13,0.59,0.08,42.48,5.3,75.6,7.6,145.94,16.91,6.6,1.51,30.31,7.78,-2.61,0.37,12.0,0.15,0.0,0.0,0.72,2454708.915685031,False
UGC08837,Burkert-Flat,0.48,0.09,0.0,0.0,7.17,0.36,80.0,4.7,445.74,127.61,9.58,0.88,63.75,19.16,-2.26,0.54,13.45,0.37,0.0,0.0,0.67,5495408.738576248,False
UGC08837,NFW-Flat,0.45,0.1,0.0,0.0,7.27,0.36,80.7,4.5,120.9,25.87,1.01,0.55,163.4,94.6,-4.28,0.86,11.75,0.28,0.0,0.0,8.32,52480.746024977234,False
UGC08837,NFW-LCDM,0.38,0.08,0.0,0.0,6.99,0.35,78.6,5.0,52.17,2.83,3.64,0.47,19.64,2.76,-3.2,0.2,10.66,0.07,0.0,0.0,10.79,630957.344480193,False
UGC09037,Burkert-Flat,0.29,0.05,0.0,0.0,74.81,8.42,59.3,5.4,108.3,7.82,17.77,2.74,8.35,1.42,-1.59,0.24,11.61,0.09,0.0,0.0,1.02,25703957.82768863,False
UGC09037,NFW-Flat,0.26,0.05,0.0,0.0,74.38,8.65,59.9,5.5,175.98,47.44,5.23,1.58,46.12,18.65,-2.85,0.64,12.24,0.35,0.0,0.0,2.03,1412537.544622754,False
UGC09037,NFW-LCDM,0.25,0.04,0.0,0.0,79.78,7.49,59.4,5.6,157.68,20.07,5.79,0.96,37.32,7.82,-2.74,0.32,12.1,0.17,0.0,0.0,2.13,1819700.8586099825,False
UGC09133,Burkert-Flat,0.74,0.11,0.4,0.06,66.38,8.76,58.1,4.4,162.87,8.71,7.17,0.83,31.11,3.97,-2.56,0.18,12.14,0.07,0.0,0.0,7.89,2754228.703338166,False
UGC09133,NFW-Flat,0.67,0.1,0.47,0.07,61.77,8.62,55.7,4.8,174.03,11.18,5.4,0.72,44.16,6.53,-2.81,0.21,12.23,0.08,0.0,0.0,7.15,1548816.618912481,False
UGC09133,NFW-LCDM,0.75,0.1,0.53,0.07,51.0,6.49,58.7,4.7,165.5,8.99,6.26,0.72,36.22,4.63,-2.67,0.18,12.16,0.07,0.0,0.0,7.17,2137962.0895022326,False
UGC09992,Burkert-Flat,0.5,0.13,0.0,0.0,11.02,3.24,30.1,8.0,14.34,45.51,40.16,254.53,0.49,3.47,-0.66,10.16,8.97,4.14,0.0,0.0,inf,218776162.39495522,True
UGC09992,NFW-Flat,0.48,0.13,0.0,0.0,10.52,3.23,30.0,8.0,16.12,17.94,26.62,246.56,0.83,7.74,-1.1,12.34,9.13,1.45,0.0,0.0,inf,79432823.47242814,True
UGC09992,NFW-LCDM,0.51,0.13,0.0,0.0,9.97,3.17,20.8,5.0,51.22,5.69,9.3,2.59,7.55,2.27,-2.26,0.42,10.63,0.14,0.0,0.0,inf,5495408.738576248,True
UGC10310,Burkert-Flat,0.5,0.13,0.0,0.0,14.38,4.71,34.3,6.4,40.69,10.47,27.38,12.73,2.04,1.08,-1.1,0.77,10.33,0.34,0.0,0.0,0.23,79432823.47242814,False
UGC10310,NFW-Flat,0.52,0.14,0.0,0.0,15.75,4.64,34.7,6.3,54.66,33.44,9.5,6.4,7.88,7.17,-2.23,1.44,10.72,0.8,0.0,0.0,1.39,5888436.55355589,False
UGC10310,NFW-LCDM,0.51,0.13,0.0,0.0,15.15,3.61,32.1,4.2,66.49,6.08,8.93,2.17,10.2,2.65,-2.3,0.36,10.97,0.12,0.0,0.0,1.63,5011872.336272725,False
UGC11455,Burkert-Flat,0.32,0.06,0.0,0.0,51.6,11.11,89.9,0.6,145.95,7.53,39.2,8.74,5.1,1.17,-0.69,0.31,12.0,0.07,0.0,0.0,1.64,204173794.46695298,False
UGC11455,NFW-Flat,0.52,0.07,0.0,0.0,82.0,9.96,89.9,0.6,499.8,61.88,1.43,0.74,478.33,255.73,-4.02,0.76,13.6,0.16,0.0,0.0,5.4,95499.25860214369,False
UGC11455,NFW-LCDM,0.61,0.08,0.0,0.0,65.12,7.9,90.0,0.6,317.88,47.66,3.63,0.81,120.1,32.4,-3.2,0.41,13.01,0.2,0.0,0.0,5.47,630957.344480193,False
UGC11557,Burkert-Flat,0.48,0.12,0.0,0.0,23.2,5.95,19.1,8.6,87.29,104.36,21.18,19.0,5.64,8.44,-1.39,2.5,11.33,1.56,0.0,0.0,0.66,40738027.78041128,False
UGC11557,NFW-Flat,0.47,0.12,0.0,0.0,23.39,6.18,23.3,6.4,397.17,118.7,1.04,3.99,525.65,2031.03,-4.27,5.49,13.3,0.39,0.0,0.0,1.59,53703.17963702532,False
UGC11557,NFW-LCDM,0.47,0.12,0.0,0.0,19.62,6.16,24.7,4.8,84.17,13.14,6.92,1.74,16.66,4.92,-2.56,0.44,11.28,0.2,0.0,0.0,2.06,2754228.703338166,False
UGC11820,Burkert-Flat,1.41,0.18,0.0,0.0,23.49,4.11,55.0,7.7,63.62,118.85,5.17,2.09,16.84,32.19,-2.89,3.48,10.91,2.43,0.0,0.0,2.42,1288249.5516931335,False
UGC11820,NFW-Flat,0.58,0.16,0.0,0.0,16.61,4.57,42.6,7.9,86.26,18.05,5.15,1.79,22.93,9.31,-2.86,0.6,11.31,0.27,0.0,0.0,1.82,1380384.2646028853,False
